scouting_rank,player_name,club_name,competition_name,country_name,age_at_season_end,position,minutes,goals,assists,goals_per90,assists_per90,market_value_in_eur,breakout_probability_pct
186,Adem Zorgane,Union Saint-Gilloise,jupiler-pro-league,Belgium,26,Midfield,2198.0,2.0,4.0,0.082,0.164,12000000.0,80.88885088148021
187,Felipe Augusto,Trabzonspor,super-lig,Türkiye,22,Attack,2202.0,13.0,0.0,0.531,0.0,15000000.0,80.59770050651801
188,Noah Saviolo,Vitória Guimarães SC,liga-portugal,Portugal,22,Attack,1961.0,2.0,5.0,0.092,0.229,10000000.0,80.50999394736475
189,Demir Ege Tıknaz,SC Braga,liga-portugal,Portugal,22,Midfield,462.0,0.0,1.0,0.0,0.195,8000000.0,80.44805730564244
190,Ricardo Pepi,PSV Eindhoven,eredivisie,Netherlands,23,Attack,1415.0,16.0,1.0,1.018,0.064,30000000.0,80.4176608846948
191,Dorgeles Nene,Fenerbahce,super-lig,Türkiye,24,Attack,1466.0,10.0,7.0,0.614,0.43,20000000.0,80.39692641003201
192,Bertuğ Yıldırım,Basaksehir FK,super-lig,Türkiye,24,Attack,554.0,7.0,2.0,1.137,0.325,7000000.0,80.33778601494268
193,Chissumba,FC Alverca,liga-portugal,Portugal,21,Defender,1510.0,0.0,0.0,0.0,0.0,5000000.0,80.06543384821934
194,Victor Bak,FC Midtjylland,superliga,Denmark,23,Defender,1604.0,1.0,2.0,0.056,0.112,4000000.0,79.9732990621628
195,Robin Mirisola,KRC Genk,jupiler-pro-league,Belgium,20,Attack,828.0,3.0,3.0,0.326,0.326,4000000.0,79.9381364814622
196,Rein Van Helden,Sint-Truidense VV,jupiler-pro-league,Belgium,24,Defender,1712.0,1.0,0.0,0.053,0.0,3000000.0,79.84451017857855
197,Felix Bacher,GD Estoril Praia,liga-portugal,Portugal,26,Defender,3060.0,2.0,0.0,0.059,0.0,6000000.0,79.83588441139526
198,Timon Wellenreuther,Feyenoord Rotterdam,eredivisie,Netherlands,31,Goalkeeper,2970.0,0.0,0.0,0.0,0.0,5000000.0,79.77744775736117
199,André Gomes,FC Alverca,liga-portugal,Portugal,22,Goalkeeper,2250.0,0.0,0.0,0.0,0.0,3000000.0,79.55371967889685
200,Moussa Ndiaye,RSC Anderlecht,jupiler-pro-league,Belgium,24,Defender,970.0,0.0,0.0,0.0,0.0,4000000.0,79.48165559740058
201,Anthony Dennis,Göztepe,super-lig,Türkiye,22,Midfield,2474.0,3.0,0.0,0.109,0.0,8000000.0,79.36983626202758
202,Yaimar Medina,KRC Genk,jupiler-pro-league,Belgium,22,Defender,1136.0,0.0,1.0,0.0,0.079,4000000.0,79.31986890297016
203,Rodrigo Huescas,FC Copenhagen,superliga,Denmark,23,Defender,804.0,0.0,4.0,0.0,0.448,6000000.0,79.2309972045899
204,Marvin Young,Sparta Rotterdam,eredivisie,Netherlands,21,Defender,2970.0,0.0,1.0,0.0,0.03,5000000.0,79.21420646792448
205,Yllan Okou,RAAL La Louvière,jupiler-pro-league,Belgium,24,Defender,2170.0,1.0,0.0,0.041,0.0,2000000.0,79.1421532844497
206,Ayase Ueda,Feyenoord Rotterdam,eredivisie,Netherlands,28,Attack,2534.0,25.0,2.0,0.888,0.071,17000000.0,79.1237733386813
207,Jhon Durán,Fenerbahce,super-lig,Türkiye,23,Attack,543.0,3.0,3.0,0.497,0.497,15000000.0,79.03206371871607
208,Raul Florucz,Union Saint-Gilloise,jupiler-pro-league,Belgium,25,Attack,1105.0,7.0,3.0,0.57,0.244,4000000.0,78.95704637114476
209,Fedde Leysen,Union Saint-Gilloise,jupiler-pro-league,Belgium,23,Defender,1594.0,1.0,1.0,0.056,0.056,3500000.0,78.95659693355381
210,Thomas Jørgensen,Viborg FF,superliga,Denmark,21,Midfield,1742.0,3.0,7.0,0.155,0.362,5000000.0,78.9473408886524
211,Santiago Hezze,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,25,Midfield,1400.0,0.0,0.0,0.0,0.0,14000000.0,78.84980145784894
212,Oumar Diakité,Cercle Brugge,jupiler-pro-league,Belgium,23,Attack,1105.0,3.0,2.0,0.244,0.163,5000000.0,78.84091070628439
213,Lucas Hey,RSC Anderlecht,jupiler-pro-league,Belgium,23,Defender,2018.0,0.0,0.0,0.0,0.0,2500000.0,78.83412967628288
214,Deniz Gül,FC Porto,liga-portugal,Portugal,22,Attack,1171.0,5.0,1.0,0.384,0.077,5000000.0,78.78514608684918
215,Justin de Haas,FC Famalicão,liga-portugal,Portugal,26,Defender,2790.0,5.0,0.0,0.161,0.0,7000000.0,78.7818859175006
216,Bernt Klaverboer,SC Heerenveen,eredivisie,Netherlands,21,Goalkeeper,2610.0,0.0,0.0,0.0,0.0,3000000.0,78.77866881903343
217,Juho Lähteenmäki,FC Nordsjaelland,superliga,Denmark,20,Defender,1381.0,1.0,2.0,0.065,0.13,4500000.0,78.6612916297038
218,Sven Mijnans,AZ Alkmaar,eredivisie,Netherlands,26,Midfield,2351.0,11.0,6.0,0.421,0.23,15000000.0,78.64686670793667
219,Leandro Barreiro,SL Benfica,liga-portugal,Portugal,26,Midfield,1750.0,3.0,5.0,0.154,0.257,18000000.0,78.62242180053599
220,Kristjan Asllani,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,24,Midfield,901.0,2.0,2.0,0.2,0.2,12000000.0,78.56676141390543
221,Rosen Bozhinov,Royal Antwerp FC,jupiler-pro-league,Belgium,21,Defender,1279.0,1.0,0.0,0.07,0.0,4000000.0,78.55067561200124
222,Christiaan Ravych,Cercle Brugge,jupiler-pro-league,Belgium,24,Defender,2213.0,0.0,1.0,0.0,0.041,2500000.0,78.53763227988554
223,Gabriel Pereira,FC Copenhagen,superliga,Denmark,26,Defender,1765.0,1.0,0.0,0.051,0.0,6000000.0,78.39833581046881
224,Hugo Siquet,Club Brugge KV,jupiler-pro-league,Belgium,24,Defender,657.0,0.0,1.0,0.0,0.137,4000000.0,78.26484380528439
225,Kayne van Oevelen,FC Volendam,eredivisie,Netherlands,23,Goalkeeper,2851.0,0.0,0.0,0.0,0.0,2000000.0,78.20045380961264
226,Samu Aghehowa,FC Porto,liga-portugal,Portugal,22,Attack,1413.0,13.0,1.0,0.828,0.064,45000000.0,78.13681790333564
227,Youri Regeer,Ajax Amsterdam,eredivisie,Netherlands,23,Midfield,1697.0,0.0,3.0,0.0,0.159,5000000.0,78.11503974372302
228,Cezary Miszta,Rio Ave FC,liga-portugal,Portugal,25,Goalkeeper,1890.0,0.0,0.0,0.0,0.0,5000000.0,78.0745120887016
229,Archie Brown,Fenerbahce,super-lig,Türkiye,24,Defender,1535.0,3.0,3.0,0.176,0.176,12000000.0,78.0566066097249
230,Matties Volckaert,KAA Gent,jupiler-pro-league,Belgium,24,Defender,1505.0,0.0,0.0,0.0,0.0,2000000.0,77.93056207002184
231,Kristian Arnstad,Aarhus GF,superliga,Denmark,23,Attack,1728.0,9.0,3.0,0.469,0.156,6000000.0,77.77956699612767
232,Thijmen Blokzijl,FC Groningen,eredivisie,Netherlands,21,Defender,3047.0,1.0,1.0,0.03,0.03,4000000.0,77.63016554043327
233,Ilay Camara,RSC Anderlecht,jupiler-pro-league,Belgium,23,Defender,1009.0,1.0,1.0,0.089,0.089,3500000.0,77.60645403466488
234,Gonzalo Crettaz,NEC Nijmegen,eredivisie,Netherlands,26,Goalkeeper,2790.0,0.0,0.0,0.0,0.0,4000000.0,77.32874374836037
235,Arda Okan Kurtulan,Göztepe,super-lig,Türkiye,24,Midfield,2439.0,4.0,3.0,0.148,0.111,7000000.0,77.29932367141751
236,Lushendry Martes,Sparta Rotterdam,eredivisie,Netherlands,18,Defender,941.0,0.0,0.0,0.0,0.0,3000000.0,77.2608100803443
237,Ko Itakura,Ajax Amsterdam,eredivisie,Netherlands,29,Defender,1344.0,1.0,0.0,0.067,0.0,8000000.0,77.25386931819384
238,Costinha,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,26,Defender,1331.0,0.0,0.0,0.0,0.0,7000000.0,77.23275108133768
239,Henry Lawrence,Standard Liège,jupiler-pro-league,Belgium,25,Defender,1668.0,1.0,0.0,0.054,0.0,4000000.0,77.0605494511832
240,Youssoufa Moukoko,FC Copenhagen,superliga,Denmark,22,Attack,824.0,3.0,1.0,0.328,0.109,5000000.0,77.05464017838933
241,Santino Andino,Panathinaikos Athlitikos Omilos,super-league-1,Greece,21,Midfield,565.0,1.0,1.0,0.159,0.159,6000000.0,77.0490421107985
242,Yanis Begraoui,GD Estoril Praia,liga-portugal,Portugal,25,Attack,2726.0,20.0,2.0,0.66,0.066,12000000.0,76.96707156820867
243,Marco Kana,RSC Anderlecht,jupiler-pro-league,Belgium,24,Defender,1472.0,0.0,0.0,0.0,0.0,3000000.0,76.92255456585822
244,Moncef Zekri,KV Mechelen,jupiler-pro-league,Belgium,18,Defender,830.0,0.0,0.0,0.0,0.0,4000000.0,76.85572467924199
245,Jakub Moder,Feyenoord Rotterdam,eredivisie,Netherlands,27,Midfield,803.0,1.0,1.0,0.112,0.112,10000000.0,76.84309886114059
246,Pablo,Gil Vicente FC,liga-portugal,Portugal,22,Attack,954.0,10.0,1.0,0.943,0.094,18000000.0,76.81290492310173
247,Eric Kahl,Aarhus GF,superliga,Denmark,25,Defender,1852.0,0.0,0.0,0.0,0.0,3000000.0,76.74776401114684
248,Giannis Michailidis,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,26,Defender,1167.0,0.0,0.0,0.0,0.0,4000000.0,76.6789053911463
249,Mihajlo Ilić,RSC Anderlecht,jupiler-pro-league,Belgium,23,Defender,708.0,0.0,0.0,0.0,0.0,2000000.0,76.60594454021127
250,Guilherme Smith,Union Saint-Gilloise,jupiler-pro-league,Belgium,23,Attack,830.0,2.0,2.0,0.217,0.217,4000000.0,76.59403857533646
251,Marvin Elimbi,Gil Vicente FC,liga-portugal,Portugal,23,Defender,2432.0,0.0,0.0,0.0,0.0,4000000.0,76.57372004668237
252,Alexander Lind,FC Nordsjaelland,superliga,Denmark,24,Attack,923.0,5.0,4.0,0.488,0.39,5000000.0,76.57122998807047
253,Mattéo Guendouzi,Fenerbahce,super-lig,Türkiye,27,Midfield,1320.0,1.0,1.0,0.068,0.068,27000000.0,76.50984199747315
254,Couhaib Driouech,PSV Eindhoven,eredivisie,Netherlands,24,Attack,946.0,4.0,6.0,0.381,0.571,7500000.0,76.4430974867801
255,Ángel Alarcón,FC Utrecht,eredivisie,Netherlands,22,Attack,971.0,3.0,3.0,0.278,0.278,6000000.0,76.44156320483432
256,Taiga Hata,Sint-Truidense VV,jupiler-pro-league,Belgium,24,Defender,2014.0,0.0,4.0,0.0,0.179,2500000.0,76.40153310234754
257,Maestro,Alanyaspor,super-lig,Türkiye,23,Midfield,1425.0,1.0,1.0,0.063,0.063,7000000.0,76.315835070022
258,Gustav Mortensen,Standard Liège,jupiler-pro-league,Belgium,22,Defender,839.0,0.0,0.0,0.0,0.0,3000000.0,76.30727125598469
259,Denil Castillo,FC Midtjylland,superliga,Denmark,22,Midfield,1271.0,4.0,5.0,0.283,0.354,7000000.0,76.29985875320672
260,Georgios Vagiannidis,Sporting CP,liga-portugal,Portugal,25,Defender,1279.0,0.0,4.0,0.0,0.281,8000000.0,76.27948307276061
261,Wilfried Singo,Galatasaray,super-lig,Türkiye,26,Defender,949.0,2.0,2.0,0.19,0.19,23000000.0,76.26840514790979
262,Lewin Blum,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,25,Defender,1129.0,0.0,1.0,0.0,0.08,2000000.0,76.24601643585603
263,Tochukwu Nnadi,Zulte Waregem,jupiler-pro-league,Belgium,23,Midfield,1418.0,0.0,1.0,0.0,0.063,4500000.0,76.24279747626419
264,Orkun Kökçü,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,26,Midfield,2485.0,8.0,10.0,0.29,0.362,25000000.0,76.23408960621254
265,Emirhan Topçu,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,26,Defender,1742.0,1.0,0.0,0.052,0.0,7000000.0,76.17547902042028
266,Ümit Akdağ,Alanyaspor,super-lig,Türkiye,23,Defender,2624.0,1.0,2.0,0.034,0.069,6000000.0,76.1054430529899
267,Francisco Moura,FC Porto,liga-portugal,Portugal,27,Defender,1320.0,2.0,2.0,0.136,0.136,9000000.0,76.04793050964788
268,Christos Tzolis,Club Brugge KV,jupiler-pro-league,Belgium,24,Attack,2172.0,9.0,13.0,0.373,0.539,40000000.0,76.04625436295211
269,Pedro Bravo,FC Midtjylland,superliga,Denmark,22,Midfield,1151.0,0.0,0.0,0.0,0.0,3500000.0,76.01344881019978
270,Jorne Spileers,Club Brugge KV,jupiler-pro-league,Belgium,21,Defender,1123.0,0.0,0.0,0.0,0.0,3000000.0,75.93046470980391
271,Yoann Cathline,FC Utrecht,eredivisie,Netherlands,24,Attack,1893.0,3.0,4.0,0.143,0.19,6000000.0,75.91018350069918
272,Gabriel Silva,CD Santa Clara,liga-portugal,Portugal,24,Attack,2245.0,6.0,0.0,0.241,0.0,7000000.0,75.86870970760184
273,Amin Chiakha,Vejle Boldklub,superliga,Denmark,20,Attack,976.0,2.0,0.0,0.184,0.0,3500000.0,75.84914487749133
274,Adriano Bertaccini,RSC Anderlecht,jupiler-pro-league,Belgium,26,Attack,1182.0,3.0,2.0,0.228,0.152,4000000.0,75.84051623434088
275,Edan Diop,Cercle Brugge,jupiler-pro-league,Belgium,22,Midfield,2227.0,5.0,1.0,0.202,0.04,3000000.0,75.77077729824364
276,Miguel Rodríguez,FC Utrecht,eredivisie,Netherlands,23,Attack,1350.0,3.0,0.0,0.2,0.0,4500000.0,75.76548697943235
277,İsmail Yüksek,Fenerbahce,super-lig,Türkiye,27,Midfield,1764.0,1.0,2.0,0.051,0.102,15000000.0,75.71486937373568
278,Bouke Boersma,KV Mechelen,jupiler-pro-league,Belgium,21,Attack,622.0,0.0,2.0,0.0,0.289,2500000.0,75.71151342338207
279,Kevin Rodríguez,Union Saint-Gilloise,jupiler-pro-league,Belgium,26,Attack,1164.0,8.0,1.0,0.619,0.077,6000000.0,75.59883101779884
280,Aiham Ousou,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,26,Defender,2495.0,2.0,0.0,0.072,0.0,3000000.0,75.59404582190629
281,Xander Dierckx,Royal Antwerp FC,jupiler-pro-league,Belgium,17,Midfield,758.0,0.0,0.0,0.0,0.0,3000000.0,75.59341448831584
282,Bernardo,CD Tondela,liga-portugal,Portugal,24,Goalkeeper,3060.0,0.0,0.0,0.0,0.0,5000000.0,75.57846694728327
283,Chibuike Nwaiwu,Trabzonspor,super-lig,Türkiye,23,Defender,1310.0,3.0,1.0,0.206,0.069,10000000.0,75.48438701946588
284,Mamadou Diakhon,Club Brugge KV,jupiler-pro-league,Belgium,21,Attack,777.0,0.0,7.0,0.0,0.811,7000000.0,75.41594791629757
285,Tommy St. Jago,KV Mechelen,jupiler-pro-league,Belgium,26,Defender,1683.0,0.0,1.0,0.0,0.053,2000000.0,75.26229140365228
286,Léo Realpe,FC Famalicão,liga-portugal,Portugal,25,Defender,1697.0,1.0,1.0,0.053,0.053,5000000.0,75.25459586299137
287,Jacob Ambæk,Bröndby IF,superliga,Denmark,18,Attack,950.0,3.0,0.0,0.284,0.0,4000000.0,75.10346294905692
288,Mauricio Benítez,Royal Antwerp FC,jupiler-pro-league,Belgium,22,Midfield,1096.0,3.0,0.0,0.246,0.0,2500000.0,75.10184470375837
289,Jari De Busser,Go Ahead Eagles,eredivisie,Netherlands,27,Goalkeeper,3060.0,0.0,0.0,0.0,0.0,4000000.0,74.57395423522301
290,Tristan Degreef,RSC Anderlecht,jupiler-pro-league,Belgium,21,Attack,1070.0,3.0,2.0,0.252,0.168,3000000.0,74.53498429100345
291,Andrew,Gil Vicente FC,liga-portugal,Portugal,25,Goalkeeper,1496.0,0.0,0.0,0.0,0.0,5000000.0,74.52560555682155
292,Myron van Brederode,KV Mechelen,jupiler-pro-league,Belgium,23,Attack,1953.0,7.0,3.0,0.323,0.138,4500000.0,74.48122483411125
293,Yiğit Efe Demir,Fenerbahce,super-lig,Türkiye,22,Defender,672.0,0.0,0.0,0.0,0.0,6000000.0,74.45998660743679
294,Louis Patris,Union Saint-Gilloise,jupiler-pro-league,Belgium,25,Defender,857.0,0.0,1.0,0.0,0.105,2500000.0,74.32859384158476
295,Gabriel Sara,Galatasaray,super-lig,Türkiye,27,Midfield,1840.0,5.0,4.0,0.245,0.196,27000000.0,74.32289233726698
296,Tobias Bech,Aarhus GF,superliga,Denmark,24,Attack,1835.0,10.0,3.0,0.49,0.147,4500000.0,74.32082305937712
297,Robin Østrøm,Silkeborg IF,superliga,Denmark,24,Defender,1772.0,0.0,0.0,0.0,0.0,2000000.0,74.17676212052376
298,Georgiy Sudakov,SL Benfica,liga-portugal,Portugal,24,Midfield,1422.0,4.0,2.0,0.253,0.127,25000000.0,74.16713714706287
299,Rui Silva,Sporting CP,liga-portugal,Portugal,32,Goalkeeper,2880.0,0.0,0.0,0.0,0.0,7000000.0,74.1251256890639
300,Kaique Pereira,CD Nacional,liga-portugal,Portugal,23,Goalkeeper,2520.0,0.0,0.0,0.0,0.0,2000000.0,74.08523075990425
301,Killian Sardella,RSC Anderlecht,jupiler-pro-league,Belgium,24,Defender,1585.0,0.0,1.0,0.0,0.057,2500000.0,73.95415710574103
302,David van der Werff,FC Groningen,eredivisie,Netherlands,22,Attack,2062.0,3.0,2.0,0.131,0.087,2000000.0,73.93675457234627
303,Tobias Lawal,KRC Genk,jupiler-pro-league,Belgium,26,Goalkeeper,1620.0,0.0,0.0,0.0,0.0,2000000.0,73.84411168386026
304,Noah Adedeji-Sternberg,KRC Genk,jupiler-pro-league,Belgium,21,Attack,738.0,1.0,0.0,0.122,0.0,4000000.0,73.80047194414146
305,Ernest Muci,Trabzonspor,super-lig,Türkiye,25,Midfield,1802.0,11.0,4.0,0.549,0.2,11000000.0,73.73233770659054
306,Adrian Barisic,SC Braga,liga-portugal,Portugal,25,Defender,452.0,0.0,0.0,0.0,0.0,4000000.0,73.59581240562214
307,Han-beom Lee,FC Midtjylland,superliga,Denmark,24,Defender,1479.0,0.0,1.0,0.0,0.061,3000000.0,73.54461465109402
308,Maksim Paskotsi,KAA Gent,jupiler-pro-league,Belgium,23,Defender,1813.0,4.0,2.0,0.199,0.099,3500000.0,73.51799629482389
309,Noah Markmann,FC Nordsjaelland,superliga,Denmark,19,Defender,1556.0,0.0,0.0,0.0,0.0,2500000.0,73.38963088007714
310,Mads Enggård,Vejle Boldklub,superliga,Denmark,22,Midfield,967.0,0.0,1.0,0.0,0.093,2500000.0,73.28409445767942
311,Gijs Smal,Feyenoord Rotterdam,eredivisie,Netherlands,29,Defender,876.0,0.0,2.0,0.0,0.205,5500000.0,73.25789148912015
312,Brayan Medina,CD Tondela,liga-portugal,Portugal,24,Defender,2199.0,0.0,1.0,0.0,0.041,3000000.0,73.24033819096584
313,Mees de Wit,AZ Alkmaar,eredivisie,Netherlands,28,Defender,2487.0,3.0,6.0,0.109,0.217,6000000.0,73.1940981131327
314,Benjamin Tahirović,Bröndby IF,superliga,Denmark,23,Midfield,1040.0,1.0,1.0,0.087,0.087,4500000.0,73.01369450185636
315,Joël Drommel,Sparta Rotterdam,eredivisie,Netherlands,30,Goalkeeper,3060.0,0.0,0.0,0.0,0.0,4000000.0,72.99628259048909
316,Ilias Sebaoui,Sint-Truidense VV,jupiler-pro-league,Belgium,25,Attack,2504.0,4.0,3.0,0.144,0.108,3500000.0,72.97312633313634
317,Fotis Ioannidis,Sporting CP,liga-portugal,Portugal,26,Attack,456.0,3.0,0.0,0.592,0.0,16000000.0,72.95804531141664
318,William Clem,FC Copenhagen,superliga,Denmark,22,Midfield,559.0,0.0,0.0,0.0,0.0,3500000.0,72.88956134521663
319,Junnosuke Suzuki,FC Copenhagen,superliga,Denmark,23,Defender,897.0,1.0,0.0,0.1,0.0,3500000.0,72.87123070981667
320,Ibrahim Karamoko,Standard Liège,jupiler-pro-league,Belgium,25,Defender,1510.0,1.0,0.0,0.06,0.0,3000000.0,72.71725042890988
321,Filip Bundgaard,Bröndby IF,superliga,Denmark,22,Attack,1039.0,4.0,1.0,0.346,0.087,2500000.0,72.69768484540626
322,Étienne Camara,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,23,Midfield,2353.0,1.0,3.0,0.038,0.115,4000000.0,72.6847911421004
323,Ayoub Oufkir,Sparta Rotterdam,eredivisie,Netherlands,20,Attack,703.0,1.0,2.0,0.128,0.256,3000000.0,72.63450682090446
324,Julius Berthel Askou,Odense Boldklub,superliga,Denmark,20,Defender,1311.0,0.0,0.0,0.0,0.0,2500000.0,72.63116696231016
325,André Luiz,Rio Ave FC,liga-portugal,Portugal,24,Attack,1501.0,7.0,6.0,0.42,0.36,6000000.0,72.58999861028131
326,Shola Shoretire,PEC Zwolle,eredivisie,Netherlands,22,Attack,1652.0,5.0,1.0,0.272,0.054,2000000.0,72.508920766607
327,Mateo Chávez,AZ Alkmaar,eredivisie,Netherlands,22,Defender,826.0,1.0,2.0,0.109,0.218,4000000.0,72.50238568734278
328,Laurits Pedersen,Randers FC,superliga,Denmark,20,Midfield,980.0,0.0,0.0,0.0,0.0,1000000.0,72.49676895194419
329,Mohamed Koné,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,24,Goalkeeper,810.0,0.0,0.0,0.0,0.0,2000000.0,72.49345395119842
330,Daniel Bragança,Sporting CP,liga-portugal,Portugal,27,Midfield,505.0,6.0,0.0,1.069,0.0,12000000.0,72.46341648324312
331,Weslley Patati,AZ Alkmaar,eredivisie,Netherlands,23,Attack,1448.0,2.0,4.0,0.124,0.249,4500000.0,72.37616694021172
332,El Bilal Touré,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,25,Attack,1648.0,5.0,5.0,0.273,0.273,13000000.0,72.31787574338409
333,Ali Maamar,RSC Anderlecht,jupiler-pro-league,Belgium,21,Defender,896.0,0.0,0.0,0.0,0.0,2500000.0,72.28445029795817
334,Taichi Fukui,FC Arouca,liga-portugal,Portugal,22,Midfield,2531.0,4.0,3.0,0.142,0.107,5000000.0,72.19628074692152
335,Francisco Ortega,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,27,Defender,1338.0,1.0,3.0,0.067,0.202,7000000.0,72.1850159176093
336,Leonardo Lelo,SC Braga,liga-portugal,Portugal,26,Defender,1838.0,0.0,4.0,0.0,0.196,6000000.0,72.06304687828482
337,Sem Steijn,Feyenoord Rotterdam,eredivisie,Netherlands,25,Midfield,1108.0,7.0,2.0,0.569,0.162,11000000.0,72.04201140913169
338,Dennis Man,PSV Eindhoven,eredivisie,Netherlands,28,Attack,1496.0,7.0,7.0,0.421,0.421,15000000.0,72.01530451920928
339,Bryan Heynen,KRC Genk,jupiler-pro-league,Belgium,29,Midfield,2592.0,4.0,1.0,0.139,0.035,8000000.0,71.99783754564008
340,Borja Sainz,FC Porto,liga-portugal,Portugal,25,Attack,1602.0,5.0,3.0,0.281,0.169,20000000.0,71.98091080425898
341,Bjorn Meijer,Club Brugge KV,jupiler-pro-league,Belgium,23,Defender,895.0,1.0,2.0,0.101,0.201,3000000.0,71.97159774823733
342,Olti Hyseni,Sönderjyske Fodbold,superliga,Denmark,19,Attack,955.0,2.0,2.0,0.188,0.188,2500000.0,71.9266774853829
343,Christian Marques,CD Tondela,liga-portugal,Portugal,23,Defender,2716.0,0.0,0.0,0.0,0.0,2000000.0,71.91043619309023
344,Jesurun Rak-Sakyi,Caykur Rizespor,super-lig,Türkiye,24,Attack,817.0,4.0,1.0,0.441,0.11,6000000.0,71.81727942310005
345,Emmanuel Kakou,Cercle Brugge,jupiler-pro-league,Belgium,21,Defender,1428.0,2.0,1.0,0.126,0.063,2000000.0,71.81341356132613
346,Tetê,Panathinaikos Athlitikos Omilos,super-league-1,Greece,26,Attack,1128.0,2.0,3.0,0.16,0.239,9000000.0,71.78682392247896
347,Marcus Linday,SC Heerenveen,eredivisie,Netherlands,23,Midfield,2308.0,1.0,3.0,0.039,0.117,5000000.0,71.77848620530979
348,Pape Moussa Fall,RAAL La Louvière,jupiler-pro-league,Belgium,22,Attack,1311.0,8.0,1.0,0.549,0.069,3500000.0,71.7739798496175
349,Gabri Veiga,FC Porto,liga-portugal,Portugal,24,Midfield,1623.0,3.0,9.0,0.166,0.499,30000000.0,71.71162256254799
350,Davinson Sánchez,Galatasaray,super-lig,Türkiye,30,Defender,2425.0,1.0,0.0,0.037,0.0,16000000.0,71.68960980160763
351,Clement Bischoff,Bröndby IF,superliga,Denmark,21,Attack,480.0,1.0,2.0,0.188,0.375,3000000.0,71.54102104521147
352,Aaron Bouwman,Ajax Amsterdam,eredivisie,Netherlands,19,Defender,553.0,1.0,0.0,0.163,0.0,3500000.0,71.49446994442808
353,Guus Til,PSV Eindhoven,eredivisie,Netherlands,29,Midfield,2247.0,14.0,5.0,0.561,0.2,15000000.0,71.41436204749976
354,Alan Minda,Cercle Brugge,jupiler-pro-league,Belgium,23,Attack,969.0,3.0,3.0,0.279,0.279,3000000.0,71.29683638385188
355,Panagiotis Retsos,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,28,Defender,1730.0,2.0,0.0,0.104,0.0,7000000.0,71.25518160276712
356,Anouar Ait El Hadj,Union Saint-Gilloise,jupiler-pro-league,Belgium,24,Midfield,1963.0,0.0,2.0,0.0,0.092,5000000.0,71.23362497728165
357,Mert Müldür,Fenerbahce,super-lig,Türkiye,27,Defender,1214.0,1.0,2.0,0.074,0.148,7000000.0,71.11188036077142
358,Tibe De Vlieger,KAA Gent,jupiler-pro-league,Belgium,21,Midfield,786.0,0.0,1.0,0.0,0.115,3000000.0,71.02738414881969
359,Louis Patris,Sint-Truidense VV,jupiler-pro-league,Belgium,25,Defender,519.0,0.0,2.0,0.0,0.347,2500000.0,71.00304037413153
360,Luis Binks,Bröndby IF,superliga,Denmark,25,Defender,1530.0,1.0,1.0,0.059,0.059,3500000.0,70.87011383834627
361,Doğucan Haspolat,KVC Westerlo,jupiler-pro-league,Belgium,26,Midfield,2610.0,0.0,4.0,0.0,0.138,5000000.0,70.85526763091467
362,Parfait Guiagon,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,25,Attack,2084.0,8.0,5.0,0.345,0.216,5000000.0,70.85386224913937
363,Gabri Martínez,SC Braga,liga-portugal,Portugal,23,Attack,1321.0,1.0,5.0,0.068,0.341,7000000.0,70.77426696087662
364,Junior Olaitan,Göztepe,super-lig,Türkiye,24,Midfield,907.0,2.0,0.0,0.198,0.0,7000000.0,70.76001750731983
365,Lazar Carević,FC Famalicão,liga-portugal,Portugal,27,Goalkeeper,3060.0,0.0,0.0,0.0,0.0,5000000.0,70.7490734444594
366,Anselmo García MacNulty,PEC Zwolle,eredivisie,Netherlands,23,Defender,2845.0,2.0,0.0,0.063,0.0,1500000.0,70.67168078872874
367,Owen Wijndal,Ajax Amsterdam,eredivisie,Netherlands,27,Defender,1356.0,1.0,1.0,0.066,0.066,3000000.0,70.65897241537212
