scouting_rank,player_name,club_name,competition_name,country_name,age_at_season_end,position,minutes,goals,assists,goals_per90,assists_per90,market_value_in_eur,breakout_probability_pct
1823,Efecan Karaca,Alanyaspor,super-lig,Türkiye,37,Attack,504.0,0.0,0.0,0.0,0.0,100000.0,1.716504372832741
1824,Rafael Barbosa,Avs Futebol,liga-portugal,Portugal,30,Midfield,648.0,1.0,2.0,0.139,0.278,300000.0,1.7134780278663113
1825,Nikolai Alho,A.G.S Asteras Tripolis,super-league-1,Greece,33,Defender,1030.0,0.0,1.0,0.0,0.087,250000.0,1.6842982846867134
1826,Unai García,Panetolikos Agrinio,super-league-1,Greece,34,Defender,899.0,0.0,0.0,0.0,0.0,400000.0,1.664813080725509
1827,Gökhan Değirmenci,Kocaelispor,super-lig,Türkiye,37,Goalkeeper,855.0,0.0,0.0,0.0,0.0,50000.0,1.6585655341654686
1828,Ömer Ali Şahiner,Basaksehir FK,super-lig,Türkiye,34,Defender,1842.0,2.0,0.0,0.098,0.0,200000.0,1.656925567880117
1829,Goni Naor,Athlitiki Enosi Larisas,super-league-1,Greece,27,Midfield,568.0,0.0,0.0,0.0,0.0,350000.0,1.6261918508145339
1830,Nikola Sipcic,A.G.S Asteras Tripolis,super-league-1,Greece,31,Defender,986.0,0.0,0.0,0.0,0.0,400000.0,1.604670937567559
1831,Savvas Mourgos,Athlitiki Enosi Larisas,super-league-1,Greece,28,Attack,1029.0,0.0,2.0,0.0,0.175,400000.0,1.5858725250577914
1832,Ahmet Oğuz,Kocaelispor,super-lig,Türkiye,33,Defender,2145.0,0.0,2.0,0.0,0.084,400000.0,1.5787929829325924
1833,Achilleas Poungouras,Omilos Filathlon Irakliou FC,super-league-1,Greece,31,Defender,647.0,0.0,0.0,0.0,0.0,400000.0,1.5769351234960287
1834,Noë Dussenne,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,34,Defender,1746.0,1.0,1.0,0.052,0.052,300000.0,1.5654232812321474
1835,Cafú,Kasimpasa,super-lig,Türkiye,33,Midfield,1324.0,0.0,1.0,0.0,0.068,250000.0,1.551492330423594
1836,Nuno da Costa,Basaksehir FK,super-lig,Türkiye,35,Attack,899.0,3.0,1.0,0.3,0.1,400000.0,1.5413867428626522
1837,Aderllan Santos,Avs Futebol,liga-portugal,Portugal,37,Defender,1032.0,1.0,0.0,0.087,0.0,100000.0,1.5206075891578137
1838,Thomas Bruns,Heracles Almelo,eredivisie,Netherlands,34,Midfield,1156.0,1.0,0.0,0.078,0.0,175000.0,1.4937334809346274
1839,Günay Güvenç,Galatasaray,super-lig,Türkiye,35,Goalkeeper,738.0,0.0,0.0,0.0,0.0,200000.0,1.4819182267031097
1840,Paulo Victor,Alanyaspor,super-lig,Türkiye,39,Goalkeeper,1260.0,0.0,0.0,0.0,0.0,50000.0,1.4797049140404759
1841,Sokratis Dioudis,Aris Thessalonikis,super-league-1,Greece,33,Goalkeeper,1022.0,0.0,0.0,0.0,0.0,200000.0,1.4678644829349456
1842,Yuriy Lodygin,APO Levadiakos Football Club,super-league-1,Greece,36,Goalkeeper,2160.0,0.0,0.0,0.0,0.0,250000.0,1.4618339658739816
1843,Rúben Semedo,Avs Futebol,liga-portugal,Portugal,32,Defender,782.0,0.0,0.0,0.0,0.0,300000.0,1.4579178646672672
1844,Hélder Tavares,CD Tondela,liga-portugal,Portugal,37,Midfield,589.0,0.0,0.0,0.0,0.0,50000.0,1.4517122985816469
1845,Davíd Kristján Ólafsson,Athlitiki Enosi Larisas,super-league-1,Greece,31,Defender,710.0,0.0,0.0,0.0,0.0,450000.0,1.448308293284721
1846,João Aurélio,CD Nacional,liga-portugal,Portugal,38,Defender,1322.0,0.0,0.0,0.0,0.0,50000.0,1.4385850547952643
1847,Paschalis Staikos,Athlitiki Enosi Larisas,super-league-1,Greece,30,Midfield,586.0,0.0,1.0,0.0,0.154,350000.0,1.4334029836317106
1848,Mateus Pivô,Avs Futebol,liga-portugal,Portugal,29,Defender,1149.0,0.0,0.0,0.0,0.0,300000.0,1.422599147029251
1849,Zeki Yavru,Samsunspor,super-lig,Türkiye,35,Defender,2017.0,0.0,2.0,0.0,0.089,200000.0,1.4199212992278483
1850,Diamantis Chouchoumis,Athlitiki Enosi Kifisias,super-league-1,Greece,32,Defender,630.0,0.0,0.0,0.0,0.0,300000.0,1.407497637345143
1851,Alexandros Anagnostopoulos,Athlitiki Enosi Larisas,super-league-1,Greece,32,Goalkeeper,1080.0,0.0,0.0,0.0,0.0,225000.0,1.3986609849052822
1852,Lindsay Rose,Aris Thessalonikis,super-league-1,Greece,34,Defender,988.0,0.0,0.0,0.0,0.0,125000.0,1.3935676080755557
1853,Allan Godói,Göztepe,super-lig,Türkiye,33,Defender,1854.0,0.0,2.0,0.0,0.097,100000.0,1.3918382378354974
1854,Tomané,Avs Futebol,liga-portugal,Portugal,34,Attack,2025.0,4.0,1.0,0.178,0.044,150000.0,1.3830776759755206
1855,Nikolaos Papadopoulos,A.G.S Asteras Tripolis,super-league-1,Greece,36,Goalkeeper,1800.0,0.0,0.0,0.0,0.0,125000.0,1.3752776702336822
1856,Luccas Claro,Eyüpspor,super-lig,Türkiye,35,Defender,1417.0,1.0,1.0,0.064,0.064,150000.0,1.3693954531449941
1857,Paulo Oliveira,SC Braga,liga-portugal,Portugal,34,Defender,819.0,0.0,0.0,0.0,0.0,400000.0,1.3571224363473025
1858,Epaminondas Pantelakis,Athlitiki Enosi Larisas,super-league-1,Greece,31,Defender,1157.0,0.0,0.0,0.0,0.0,400000.0,1.3560856493747444
1859,Lionel Carole,Kayserispor,super-lig,Türkiye,35,Defender,1902.0,0.0,0.0,0.0,0.0,200000.0,1.3040058315169663
1860,Jakub Brabec,Rio Ave FC,liga-portugal,Portugal,34,Defender,2150.0,1.0,0.0,0.042,0.0,400000.0,1.301267412648479
1861,Quini,APS Atromitos Athinon,super-league-1,Greece,37,Defender,1058.0,0.0,0.0,0.0,0.0,150000.0,1.27571071154035
1862,Panagiotis Symelidis,APO Levadiakos Football Club,super-league-1,Greece,34,Attack,794.0,3.0,1.0,0.34,0.113,125000.0,1.2750304910228822
1863,Nélson Oliveira,Vitória Guimarães SC,liga-portugal,Portugal,35,Attack,1315.0,3.0,0.0,0.205,0.0,200000.0,1.2597969419589492
1864,Nikolaos Melissas,Athlitiki Enosi Larisas,super-league-1,Greece,33,Goalkeeper,1170.0,0.0,0.0,0.0,0.0,200000.0,1.2277444440722343
1865,Angelos Liasos,Panserraikos Serres,super-league-1,Greece,26,Midfield,1151.0,0.0,0.0,0.0,0.0,300000.0,1.2257240464881562
1866,Ivan Cavaleiro,CD Tondela,liga-portugal,Portugal,33,Attack,852.0,2.0,0.0,0.211,0.0,350000.0,1.2223076161768192
1867,Julián Cuesta,Antalyaspor,super-lig,Türkiye,35,Goalkeeper,1800.0,0.0,0.0,0.0,0.0,200000.0,1.2194523083057813
1868,Adrián Riera,Panserraikos Serres,super-league-1,Greece,30,Midfield,618.0,1.0,1.0,0.146,0.146,250000.0,1.219310857837516
1869,Nabil Makni,Volou Neos Podosferikos Syllogos,super-league-1,Greece,25,Attack,615.0,0.0,0.0,0.0,0.0,200000.0,1.2179047721338974
1870,Sergi Gómez,FC Alverca,liga-portugal,Portugal,34,Defender,2484.0,0.0,0.0,0.0,0.0,300000.0,1.2158012695582483
